audio_path,reference_text,language
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_540.wav,或是真的有,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4418.wav,巧克力裡也有單寧,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8048.wav,跟自己聊天跟自己說話這樣,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_52.wav,他會覺得爸媽好關心我,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5136.wav,所以就到華爾街去從事,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6366.wav,我覺得在現在環境長大的小孩,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3096.wav,那其他的花他都不要,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4010.wav,比體力的地方,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11098.wav,還有另外一個非常有潛能的地方,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8502.wav,去所謂的學剪紙,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_72.wav,然後也有,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2322.wav,他也會跟我分享說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_450.wav,然後一個禮拜至少一次就喔,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1345.wav,如果我說一堂一堂買,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6701.wav,他去買那本書回家,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3146.wav,然後跟著你的影片做,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5130.wav,除非你能說服我不然我不會這麼做,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11682.wav,也就是常聽到的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13201.wav,例如我們喊向左轉,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9958.wav,量子力學發揮了作用,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6898.wav,歷史他最讓人遺憾的地方就是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6610.wav,可是當你自己告訴自己說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9879.wav,空地,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8327.wav,你回頭來想,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11214.wav,讓不少業者卻步,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5174.wav,那這支酒是浴火重生的鳳凰,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3563.wav,後來他離開教室後大概過了兩三個月,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5332.wav,變小塊之後它會融於你的體溫,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5925.wav,其實反而就有更大的權限,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13186.wav,性別平權,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2120.wav,我不知道什麼時候會砍我,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11550.wav,從一個沒考慮地表植物的簡單模型,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9195.wav,我就最主要就是我愛說故事,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10126.wav,就才剛遞交行政契約簽署文件,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10738.wav,以及大多數設備,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14467.wav,是既存違建都拍照列管的一致性原則,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10061.wav,來接收最強的訊號,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6130.wav,可是他沒有看到這個兩句話,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6392.wav,我就從哪裡開始往下看,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8906.wav,所以你會去,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14420.wav,奇怪了,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7597.wav,你對生活的某一些東西,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1629.wav,這樣子對,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3344.wav,那因為我會覺得沒有續報,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_177.wav,可是其實他的旁邊的家人,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12075.wav,能有如此大的迴響,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8983.wav,我們應該要謝謝那一些,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4474.wav,好像是網路約會的概念,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10338.wav,蓋一座風機,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12485.wav,中國和歐洲相繼出現各種風車,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8284.wav,然後最後去跟別人討,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1128.wav,他讓我的心肺變得比較好,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6427.wav,其實歷史,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_776.wav,也非常如願地在轉換跑道之後就結婚,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10896.wav,你是覺得不怕,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7477.wav,看起來跟我媽媽一點關係都沒有,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4851.wav,愛上巧克力就開始拼命買拼命品嚐,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8212.wav,所以我們就被嚇大了,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9388.wav,生廚餘呢是未經烹調的菜葉類,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4479.wav,嗯,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8473.wav,我怎麼有信心可以做得比,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4519.wav,你就像進入這個產業,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10206.wav,都會顯著的拖慢地表附近的風速,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4651.wav,那時候正好就是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8444.wav,就是整個就是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11518.wav,這些製程跟材料環保嗎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2613.wav,可是當你分享之後,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8893.wav,所以我才會很驚訝很感動,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12780.wav,真的會有水存在嗎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6865.wav,因為他付出他一切的同時,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10067.wav,風機的關注度似乎就沒有那麼高,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2136.wav,依照你拿到的花,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7378.wav,這跟媽媽都有關,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8743.wav,那我那時候,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9835.wav,同時期的天文學家開始發現,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2601.wav,他反對我去上課,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1535.wav,要不然其實,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1760.wav,還要厲害了,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11996.wav,農田的太陽能板的一部分呢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13904.wav,短暫地把人類的文明,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8717.wav,但是很奇妙的是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4671.wav,當初的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10467.wav,珍珠號,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3317.wav,然後老公離她而去,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3670.wav,下一代的小狗狗,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2457.wav,真的是哭哭啼啼的來送花,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12839.wav,預計通過綠氫,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7621.wav,我根本不自由啊,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13592.wav,當紅偶像劇的男女主角形象,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_9255.wav,他們那時候說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1992.wav,其實他們的薪水都是超過的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4201.wav,那時候我還在加拿大,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5730.wav,其實沒有啦,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2764.wav,哦只要有人殺人,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9563.wav,最後也想問問大家,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2776.wav,以我自己來說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5743.wav,你想像一下那他的一生要做什麼呢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14214.wav,所以我今天晚上正式,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10636.wav,但好消息是,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4205.wav,因為我說老師其實我最近在想換工作,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13971.wav,就必須做環評,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6870.wav,自己是社畜覺得很累,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13331.wav,我們也會再為各位泛糰,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13422.wav,此時蝙蝠的回聲定位,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4469.wav,想要做品酒師,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4670.wav,要不要做品酒師,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8122.wav,從家人,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2978.wav,我就開始思考說這個錢我怎麼運用,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8410.wav,楊士毅我知道你難過,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4942.wav,它融化,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13743.wav,星鏈的設置可以說是毫無價值,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13288.wav,在全民都上網的現代,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3801.wav,有一些事情沒有做得很完善啦,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5415.wav,現階段的我才發現,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_931.wav,那我們就要好好地調養,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10701.wav,目前歐盟就規定吃含肉廚餘的黑水虻,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13919.wav,在備用電池電力耗盡後,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7523.wav,所以那就是每一個人的天賦啊,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7754.wav,如果大家把平衡當藝術,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1344.wav,那其實我有焦慮一下,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5268.wav,記得前輩們給我的建議就,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2362.wav,微開盛開到凋零的樣子,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9949.wav,既然手機訊號也是微波,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4162.wav,就把所有能上的課,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1621.wav,呃今天這一堂結束之後,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7455.wav,一舉多得,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1233.wav,因為我以前是記者,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3973.wav,對我來講是有很大的差別,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_329.wav,那如果可以做到,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10478.wav,第三個是地壓型地熱,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6388.wav,所以他們的皇帝為了保有政權,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_6284.wav,節目的時候是蠻需要一些,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_14678.wav,已經和國有財產局會勘確認,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_5893.wav,我自己一個人讀我就能懂嗎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12994.wav,取代海底電纜的作用,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1023.wav,說這樣子時間成本,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_10375.wav,這些事情等長大以後,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6915.wav,這會是一個什麼樣的感覺呢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5877.wav,有很多人關注的頻道,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13225.wav,在電磁波的互相干涉下,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9315.wav,而是讓我看見自己,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4600.wav,土地上就有可可園就有巧克力,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_5989.wav,能發生那一種,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_3226.wav,全班都要很安靜,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2546.wav,因為不會寫字,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4341.wav,我記得也是個非常聰明,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10808.wav,許多不可能都將化為可能,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8000.wav,忘記,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3808.wav,其實在,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_8380.wav,所以我一直知道說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_11567.wav,而所謂的氫氣煉鋼,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1577.wav,以及我可能已經有上過課,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_79.wav,因為我覺得我這麼認真拍一支影片,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13351.wav,這顯得多此一舉,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8624.wav,我當初為什麼要跟大家蒐集,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13355.wav,一個是感染的年紀越小,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10499.wav,近年工研院,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1432.wav,運動影片教學的話,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1604.wav,人要衣裝佛要金裝,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7913.wav,那我們就會放心,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8726.wav,我們來跟大家說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1463.wav,每天都在一直找,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4500.wav,念大學的時候就跟很多小朋友一樣,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_634.wav,那像以比如說籃球類項目啦,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4052.wav,你們共同興趣一樣的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10504.wav,在炙熱的沙漠,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11558.wav,臺灣這幾年升空的福衛系列衛星,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4366.wav,那你等於花了這個錢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3816.wav,對然後到後來現在我可以抽離,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1885.wav,他就說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_12031.wav,其實就是指土壤本身,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3493.wav,你就先去跟這個老師學習,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6563.wav,他們在過聖誕節要互相送禮物,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_4062.wav,妳是屬於我們的,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9070.wav,因為每一次幾乎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2217.wav,門派或是流派,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_7387.wav,我哪裡都不能去,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1172.wav,然後你要明天去印尼,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8485.wav,所以我就可以跟大家說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2161.wav,所以其實我有一些病友,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3851.wav,也沒有什麼不好,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2462.wav,事情做完可能我做到兩三點,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_2472.wav,就覺得說嗯我今天穿這麼漂亮,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_12674.wav,或是你還有其他更好的想法呢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_12012.wav,因此宇宙會膨脹的越來越快,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_238.wav,然後所以我前面大概有兩三年,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_1291.wav,而且那個時候其實就只有我跟一個,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_1315.wav,按讚人數就比較多,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_13601.wav,最近這些話題爭論不休,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11920.wav,小到等於沒有,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9509.wav,在還原反應中完全不會產生二氧化碳,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_2057.wav,我就心裡面有一種釋懷釋然的感覺,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3094.wav,他生產的人類的嬰兒,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_9053.wav,那不影響,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_7124.wav,你就會覺得這好像很有什麼,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_8074.wav,他的白話文就是解決問題的能力,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_10640.wav,當這個目標達成時,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_13301.wav,真的是那個完美的選擇嗎,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6326.wav,好啦其實我就是想偷懶,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_3269.wav,所以基本上我的人生不會有新的裙子,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_4961.wav,因為就是搭甘而不甜的葡萄酒,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_12775.wav,把筷子插入水中,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_11264.wav,能快當然就別慢,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_14131.wav,講說有一隻貓叫四叉貓,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_female_trad\trad_6960.wav,他很多內容感覺說,zh-tw
E:\data\22k_corpus\trandition_zh\azure_synthesis_with_vad\22khz_male_trad\trad_338.wav,專業更加強,zh-tw
